UNIVERSO,RANK_PRIORIDADE,FAIXA_PRIORIDADE,SCORE_PRIORIDADE,N_MOTIVOS,MOTIVOS,COD_EMPRESA,CD_CIDADE,CD_ESTADO,CODIGO,DESCRICAO,NIVEL_1,EMBALAGEM,CURVA_ABC_RECEITA,RECEITA,PRECO_PRATICADO_ARM,CUSTO_MEDIO_ARM,MARGEM_BRUTA_PCT,MARKUP,PRECO_PRATICADO_VENDA,PRECO_LISTA_EMBALAGEM,DESCONTO_EFETIVO_PCT,PRECO_ARM_MEDIANA_REDE,DESVIO_VS_MEDIANA_PCT,LOJAS_NA_REDE,MOTIVO_MARGEM_BAIXA,MOTIVO_DESCONTO_ALTO,MOTIVO_PRECO_FORA_FAIXA,FLAG_MARGEM_NEGATIVA,ACAO_RECOMENDADA
REDE_COMPLETA,37,ALTA,2.531657,2,margem negativa + desconto alto,5,ARACAJU,SE,467603,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,0,B,5887.224000,11.476070,15.782600,-37.526172,0.727134,11.476070,17.745000,35.327866,11.659584,-1.573928,9.000000,1,1,0,1,"SKU 467603 (PRATO SMES.PORC.19CM     ASTER 80033) na loja 5 (ARACAJU-SE): revisar preco/custo (margem negativa); validar desconto efetivo de 35,3% vs lista."
REDE_COMPLETA,38,ALTA,2.525444,2,margem negativa + desconto alto,6,JOAO PESSOA,PB,467603,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,0,B,5788.765500,12.666883,15.782600,-24.597346,0.802585,12.666883,19.845000,36.170910,11.659584,8.639239,9.000000,1,1,0,1,"SKU 467603 (PRATO SMES.PORC.19CM     ASTER 80033) na loja 6 (JOAO PESSOA-PB): revisar preco/custo (margem negativa); validar desconto efetivo de 36,2% vs lista."
REDE_COMPLETA,39,ALTA,2.523669,2,margem baixa + desconto alto,2,RECIFE,PE,465586,LAV.ROUPA 13KG FV5013WC4A    BR M220,D - ELETROS,0,A,5772.900000,2886.450000,2380.014200,17.545282,1.212787,2886.450000,6162.450000,53.160675,3411.450000,-15.389351,7.000000,1,1,0,0,"SKU 465586 (LAV.ROUPA 13KG FV5013WC4A    BR M220) na loja 2 (RECIFE-PE): revisar preco/custo (margem de 17,5%); validar desconto efetivo de 53,2% vs lista."
REDE_COMPLETA,40,ALTA,2.511538,2,margem negativa + desconto alto,9,SALVADOR,BA,447870,PRATO FUNDO PORC.23CM RUSTICO VD 005,B - UTILIDADES DOMESTICAS,0,C,5543.275500,15.145561,17.907000,-18.232659,0.845790,15.145561,26.145000,42.070907,15.952081,-5.055891,6.000000,1,1,0,1,"SKU 447870 (PRATO FUNDO PORC.23CM RUSTICO VD 005) na loja 9 (SALVADOR-BA): revisar preco/custo (margem negativa); validar desconto efetivo de 42,1% vs lista."
REDE_COMPLETA,41,ALTA,2.497633,2,desconto alto + preco fora da faixa,7,NATAL,RN,453054,SOFA 2L 1.90 LINHO            BG 275,O - MOVEIS,0,,5248.740000,1749.580000,,,,1749.580000,3779.895000,53.713529,3280.672500,-46.670081,8.000000,0,1,1,0,"SKU 453054 (SOFA 2L 1.90 LINHO            BG 275) na loja 7 (NATAL-RN): validar desconto efetivo de 53,7% vs lista; alinhar preco (-46,7% vs mediana da rede)."
REDE_COMPLETA,42,ALTA,2.471598,2,desconto alto + preco fora da faixa,1,GARANHUNS,PE,419816,TORNEIRA PIA COZ. HYDRAMOT. 1167  VM,U - METAIS E ACESSORIOS,0,,4818.450000,68.835000,,,,68.835000,192.045000,64.156838,51.950085,32.502190,9.000000,0,1,1,0,"SKU 419816 (TORNEIRA PIA COZ. HYDRAMOT. 1167  VM) na loja 1 (GARANHUNS-PE): validar desconto efetivo de 64,2% vs lista; alinhar preco (32,5% vs mediana da rede)."
REDE_COMPLETA,43,ALTA,2.471302,2,margem negativa + desconto alto,4,RECIFE,PE,467603,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,0,B,4810.491000,11.966396,15.782600,-31.891011,0.758202,11.966396,18.795000,36.332027,11.659584,2.631414,9.000000,1,1,0,1,"SKU 467603 (PRATO SMES.PORC.19CM     ASTER 80033) na loja 4 (RECIFE-PE): revisar preco/custo (margem negativa); validar desconto efetivo de 36,3% vs lista."
REDE_COMPLETA,44,ALTA,2.464793,2,margem negativa + desconto alto,2,RECIFE,PE,467603,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,0,B,4698.466500,11.601152,15.782600,-36.043388,0.735060,11.601152,18.795000,38.275329,11.659584,-0.501148,9.000000,1,1,0,1,"SKU 467603 (PRATO SMES.PORC.19CM     ASTER 80033) na loja 2 (RECIFE-PE): revisar preco/custo (margem negativa); validar desconto efetivo de 38,3% vs lista."
REDE_COMPLETA,45,ALTA,2.463609,2,desconto alto + preco fora da faixa,2,RECIFE,PE,442541,"PORCEL.A 60X120 ESM.PULP.CR.AC1,44M2",C - PISOS E REVESTIMENTOS,0,,4681.908000,90.314583,,,,90.314583,173.145000,47.838757,156.610930,-42.331877,3.000000,0,1,1,0,"SKU 442541 (PORCEL.A 60X120 ESM.PULP.CR.AC1,44M2) na loja 2 (RECIFE-PE): validar desconto efetivo de 47,8% vs lista; alinhar preco (-42,3% vs mediana da rede)."
REDE_COMPLETA,46,ALTA,2.455325,2,desconto alto + preco fora da faixa,2,RECIFE,PE,458439,COND.SPLIT 12000 EVAP.VUFI12     126,D - ELETROS,0,,4513.740000,501.526667,,,,501.526667,1123.395000,55.356160,752.771250,-33.375954,7.000000,0,1,1,0,"SKU 458439 (COND.SPLIT 12000 EVAP.VUFI12     126) na loja 2 (RECIFE-PE): validar desconto efetivo de 55,4% vs lista; alinhar preco (-33,4% vs mediana da rede)."
