UNIVERSO,NIVEL_1,NIVEL_2,SKUS,SKUS_COM_CUSTO,LINHAS_VENDA,RECEITA_TOTAL,QTD_ARM_TOTAL,RECEITA_COM_CUSTO,QTD_ARM_COM_CUSTO,CMV,PRECO_PRATICADO_ARM,PRECO_PRATICADO_ARM_COM_CUSTO,CUSTO_MEDIO_ARM_PONDERADO,MARGEM_BRUTA_RS_UNIT,MARGEM_BRUTA_TOTAL,MARGEM_BRUTA_PCT,MARKUP_PONDERADO,COBERTURA_CUSTO_RECEITA_PCT,PART_RECEITA_UNIVERSO_PCT
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AO - VESTUARIOS PARA MOTOQUEIROS,4,0,104,48574.459500,109.000000,0.000000,0.000000,0.000000,445.637243,,,,0.000000,,,0.000000,0.014754
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,"FC - ACESSORIOS PARA GOLPE, PERFURACAO E FIXACAO",1,0,116,47149.893000,128.000000,0.000000,0.000000,0.000000,368.358539,,,,0.000000,,,0.000000,0.014321
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WD - BANHEIRAS E ACESSORIOS,2,0,20,45221.505000,21.000000,0.000000,0.000000,0.000000,2153.405000,,,,0.000000,,,0.000000,0.013735
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TK - PASCOA,2,0,803,40938.340600,5889.000000,0.000000,0.000000,0.000000,6.951663,,,,0.000000,,,0.000000,0.012434
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HD - VEDACAO E TERMOFUSORES,1,0,277,40841.524500,415.000000,0.000000,0.000000,0.000000,98.413312,,,,0.000000,,,0.000000,0.012405
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FL - MEDICAO ELETRICA,1,0,313,39259.605000,389.000000,0.000000,0.000000,0.000000,100.924434,,,,0.000000,,,0.000000,0.011925
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SD - ACESSORIOS PARA PINTURA,1,0,579,37286.350500,861.000000,0.000000,0.000000,0.000000,43.305866,,,,0.000000,,,0.000000,0.011325
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FP - BANCADAS E ARMAZENAGEM DE FERRAMENTAS,1,0,286,32032.875000,335.000000,0.000000,0.000000,0.000000,95.620522,,,,0.000000,,,0.000000,0.009729
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EL - SINALIZACAO E SEGURANCA,1,0,39,30713.865000,46.000000,0.000000,0.000000,0.000000,667.692717,,,,0.000000,,,0.000000,0.009329
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FF - ACESSORIOS PARA ACABAMENTO,1,0,694,21375.900000,835.000000,0.000000,0.000000,0.000000,25.599880,,,,0.000000,,,0.000000,0.006493
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MD - COMPRESSORES,1,0,5,19990.635000,5.000000,0.000000,0.000000,0.000000,3998.127000,,,,0.000000,,,0.000000,0.006072
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EG - PLUGS E EXTENSOES ELETRICAS,2,0,663,17223.780000,890.000000,0.000000,0.000000,0.000000,19.352562,,,,0.000000,,,0.000000,0.005231
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FG - CORTE ELETRICO,1,0,20,14593.897500,22.000000,0.000000,0.000000,0.000000,663.358977,,,,0.000000,,,0.000000,0.004433
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,"AN - ASSENTOS, CADEIRAS E ENCOSTOS",1,0,37,13900.740000,44.000000,0.000000,0.000000,0.000000,315.925909,,,,0.000000,,,0.000000,0.004222
REDE_FISICA_SEM_LOJA93,Y - EPI,YC - PROTECAO PARA O CORPO,1,0,195,12681.595500,357.000000,0.000000,0.000000,0.000000,35.522676,,,,0.000000,,,0.000000,0.003852
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LB - ALIMENTACAO,1,0,167,12462.964500,193.000000,0.000000,0.000000,0.000000,64.574946,,,,0.000000,,,0.000000,0.003785
REDE_FISICA_SEM_LOJA93,J - JARDINAGEM,JB - IRRIGACAO,2,0,452,10868.865000,577.000000,0.000000,0.000000,0.000000,18.836854,,,,0.000000,,,0.000000,0.003301
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LK - FITNESS,1,0,743,10535.413000,1139.000000,0.000000,0.000000,0.000000,9.249704,,,,0.000000,,,0.000000,0.003200
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NH - DESCARTAVEIS,1,0,301,8525.349000,346.000000,0.000000,0.000000,0.000000,24.639737,,,,0.000000,,,0.000000,0.002589
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FJ - FERRAMENTAS MANUAIS,1,0,213,7952.910000,228.000000,0.000000,0.000000,0.000000,34.881184,,,,0.000000,,,0.000000,0.002416
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LM - BELEZA,1,0,279,5929.350000,590.000000,0.000000,0.000000,0.000000,10.049746,,,,0.000000,,,0.000000,0.001801
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TH - ESCOLAR,1,0,285,4429.215000,327.000000,0.000000,0.000000,0.000000,13.545000,,,,0.000000,,,0.000000,0.001345
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RE - INFORMATICA,1,0,81,4290.720000,96.000000,0.000000,0.000000,0.000000,44.695000,,,,0.000000,,,0.000000,0.001303
REDE_FISICA_SEM_LOJA93,Q - BASICOS CONSTRUCAO,QD - TIJOLOS E BLOCOS,1,0,73,4205.134500,252.000000,0.000000,0.000000,0.000000,16.687042,,,,0.000000,,,0.000000,0.001277
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BI - ACESSORIOS PARA SERVIR - PLASTICOS,2,0,218,3406.431000,315.000000,0.000000,0.000000,0.000000,10.814067,,,,0.000000,,,0.000000,0.001035
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GB - JANELAS,1,0,12,2391.480000,15.000000,0.000000,0.000000,0.000000,159.432000,,,,0.000000,,,0.000000,0.000726
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AG - ACESSORIOS AUTOMOTIVOS,1,0,50,2377.515000,57.000000,0.000000,0.000000,0.000000,41.710789,,,,0.000000,,,0.000000,0.000722
