UNIVERSO,NIVEL_1,NIVEL_2,NIVEL_3,PARES_LOJA_PRODUTO,SKUS_DISTINTOS,LOJAS_DISTINTAS,RECEITA_HISTORICA_TOTAL,RECEITA_RUPTURA_CRITICO,RECEITA_EM_RUPTURA,RECEITA_CRITICO,PARES_RUPTURA_CRITICO,PARES_COM_RECEITA_HISTORICA,PARES_SEM_RECEITA_HISTORICA,PARES_DIAS_COBERTURA_FINITO,PARES_DIAS_COBERTURA_INFINITO,DIAS_COBERTURA_MEDIA_FINITA,DIAS_COBERTURA_MEDIANA_FINITA,DIAS_COBERTURA_P25_FINITA,DIAS_COBERTURA_P75_FINITA,ESTOQUE_PROJ_TOTAL,ESTOQUE_PROJ_MEDIANA,VENDA_MEDIA_MES_TOTAL,PARES_EM_RUPTURA,PARES_CRITICO,PARES_ATENCAO,PARES_SAUDAVEL,PARES_STATUS_SEM_VENDA,PCT_PARES_RUPTURA_CRITICO,PCT_PARES_EM_RUPTURA,PCT_PARES_CRITICO,PCT_PARES_DIAS_INFINITO,PCT_PARES_SEM_RECEITA_HISTORICA,PART_RECEITA_RISCO_PCT,PART_RECEITA_UNIVERSO_PCT,PART_RECEITA_RISCO_UNIVERSO_PCT,RECEITA_ETAPA3,TRANSACOES_ETAPA3_LINHAS_VENDA,SKUS_ATIVOS_ETAPA3,PART_RECEITA_ETAPA3_PCT,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,DIF_RECEITA_VS_ETAPA3,RANK_REPOSICAO
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,NAH - CAFETEIRAS E CHOCOLATEIRAS,20,2,10,58743.510000,57956.115000,57956.115000,0.000000,19,14,6,20,0,3.000000,0.000000,0.000000,0.000000,-44.000000,-2.000000,18.200000,19,0,1,0,0,95.000000,95.000000,0.000000,0.000000,30.000000,98.659605,0.017842,0.017603,58743.510000,48,2,0.017842,-58.013578,0.000000,255
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SB - MASSAS E TEXTURAS,SBB - TEXTURAS,50,5,10,57768.900000,57699.705000,55895.490000,1804.215000,49,32,18,50,0,2.600000,0.000000,0.000000,0.000000,-176.000000,0.000000,57.904762,47,2,1,0,0,98.000000,94.000000,4.000000,0.000000,36.000000,99.880221,0.017546,0.017525,57768.900000,161,5,0.017546,-24.334766,0.000000,256
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,LHH - PRANCHAS DE BODYBOARD,10,1,10,57401.953000,57401.953000,57401.953000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-471.000000,-33.500000,33.064630,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.017435,0.017435,57401.953000,381,1,0.017435,22.455856,0.000000,257
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EB - FIOS, CABOS E CONECTORES",EBE - ABRACADEIRAS,30,3,10,59660.685000,57381.030000,56253.015000,1128.015000,28,24,6,30,0,23.662713,0.000000,0.000000,0.000000,-1989.000000,-56.000000,535.263208,27,1,0,2,0,93.333333,90.000000,3.333333,0.000000,20.000000,96.178966,0.018121,0.017429,59660.685000,1928,3,0.018121,7.385170,0.000000,258
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,"BAI - BULES, FERVEDORES, LEITEIRAS E CAFETEIRAS",20,2,10,56414.410500,56414.410500,56414.410500,0.000000,20,15,5,20,0,0.000000,0.000000,0.000000,0.000000,-747.000000,-30.500000,59.763708,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,25.000000,100.000000,0.017135,0.017135,56414.410500,670,2,0.017135,-39.947970,0.000000,259
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HB - CALHAS E ACESSORIOS,HBA - CALHAS E ACESSORIOS DE PVC,20,2,10,56218.501500,56218.501500,56218.501500,0.000000,20,4,16,20,0,0.000000,0.000000,0.000000,0.000000,-918.000000,0.000000,57.456140,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,80.000000,100.000000,0.017076,0.017076,56218.501500,695,2,0.017076,-59.107247,0.000000,260
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WC - TANQUES,WCA - TANQUES DE LOUCAS,10,1,10,56213.010000,56213.010000,56213.010000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-36.000000,-2.500000,9.826299,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.017074,0.017074,56213.010000,54,1,0.017074,-19.069055,0.000000,261
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BC - SERVIR - PLASTICOS,BCB - COPOS - PLASTICOS,50,5,10,62399.400000,56006.811000,56006.811000,0.000000,42,44,6,49,1,55.854586,0.000000,0.000000,0.000000,-3343.000000,-75.500000,589.111602,42,0,0,7,1,84.000000,84.000000,0.000000,2.000000,12.000000,89.755368,0.018953,0.017011,62399.400000,2522,5,0.018953,-68.233374,0.000000,262
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HA - TUBOS E CONEXOES,HAH - CONEXOES PARA AGUA FRIA,50,5,10,55019.513500,54960.923500,54856.343500,104.580000,46,12,38,48,2,3.906250,0.000000,0.000000,0.000000,-1237.000000,0.000000,108.117608,45,1,1,1,2,92.000000,90.000000,2.000000,4.000000,76.000000,99.893511,0.016711,0.016694,55019.513500,914,5,0.016711,-40.023250,0.000000,263
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCN - CABECEIRAS,25,3,10,70328.790000,54855.990000,54855.990000,0.000000,23,15,10,25,0,6.400000,0.000000,0.000000,0.000000,-37.000000,0.000000,21.519048,23,0,2,0,0,92.000000,92.000000,0.000000,0.000000,40.000000,77.999337,0.021361,0.016662,70328.790000,76,3,0.021361,-36.881301,0.000000,264
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EA - TOMADAS E INTERRUPTORES,"EAD - TOMADAS DE REDE, TELEFONE E TV",30,3,10,53671.485000,52961.265000,52748.220000,213.045000,25,25,5,28,2,62.075099,0.000000,0.000000,0.000000,-1917.000000,-27.000000,140.824378,24,1,0,3,2,83.333333,80.000000,3.333333,6.666667,16.666667,98.676728,0.016302,0.016086,53671.485000,1241,3,0.016302,12.428000,0.000000,265
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WC - TANQUES,WCD - TANQUES DE GRANITO,20,2,10,52782.765000,52782.765000,52782.765000,0.000000,20,17,3,20,0,0.000000,0.000000,0.000000,0.000000,-125.000000,-5.500000,26.572258,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,15.000000,100.000000,0.016032,0.016032,52782.765000,161,2,0.016032,-92.163454,0.000000,266
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BG - ACESSORIOS PARA PREPARACAO,BGA - TABUAS DE CARNE,29,3,10,54319.097000,52700.942000,52700.942000,0.000000,28,24,5,29,0,5.341309,0.000000,0.000000,0.000000,-2719.000000,-96.000000,219.864842,28,0,0,1,0,96.551724,96.551724,0.000000,0.000000,17.241379,97.021020,0.016499,0.016007,54319.097000,1420,3,0.016499,-22.311335,0.000000,267
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDB - ORGANIZADORES DE ARMARIO,49,5,10,51621.244500,51621.244500,51621.244500,0.000000,49,45,4,49,0,0.000000,0.000000,0.000000,0.000000,-1987.000000,-39.000000,293.108963,49,0,0,0,0,100.000000,100.000000,0.000000,0.000000,8.163265,100.000000,0.015679,0.015679,51621.244500,1263,5,0.015679,-78.733675,0.000000,268
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TC - DECORACAO NATALINA,TCB - ENFEITES NATALINOS,19,2,10,52868.996250,51585.686250,51585.686250,0.000000,18,18,1,19,0,25.870445,0.000000,0.000000,0.000000,-2822.000000,-119.000000,1351.866667,18,0,0,1,0,94.736842,94.736842,0.000000,0.000000,5.263158,97.572661,0.016058,0.015668,52868.996250,417,2,0.016058,-94.989314,0.000000,269
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,ME - LIMPEZA,MEA - LAVADORAS DE PRESSAO,20,2,10,50661.135000,50661.135000,29358.105000,21303.030000,19,12,8,19,1,6.578947,0.000000,0.000000,7.500000,3.000000,0.000000,14.750000,14,5,0,0,1,95.000000,70.000000,25.000000,5.000000,40.000000,100.000000,0.015388,0.015388,50661.135000,32,2,0.015388,-33.969828,0.000000,270
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BC - SERVIR - PLASTICOS,"BCF - JARRAS, GARRAFAS E DECANTERS - PLASTICOS",21,3,9,49422.247000,49422.247000,49422.247000,0.000000,21,21,0,21,0,0.000000,0.000000,0.000000,0.000000,-1182.000000,-46.000000,90.498263,21,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.015011,0.015011,49422.247000,925,3,0.015011,7.858490,0.000000,271
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AO - VESTUARIOS PARA MOTOQUEIROS,AOB - CAPACETES,40,4,10,48574.459500,48574.459500,48574.459500,0.000000,40,33,7,40,0,0.000000,0.000000,0.000000,0.000000,-86.000000,0.000000,42.766667,40,0,0,0,0,100.000000,100.000000,0.000000,0.000000,17.500000,100.000000,0.014754,0.014754,48574.459500,104,4,0.014754,31.619637,0.000000,272
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAP - ADEGAS,20,2,10,56467.320000,48019.230000,48019.230000,0.000000,19,20,0,20,0,7.764706,0.000000,0.000000,0.000000,-49.000000,-3.000000,25.823232,19,0,0,1,0,95.000000,95.000000,0.000000,0.000000,0.000000,85.038975,0.017151,0.014585,56467.320000,109,2,0.017151,-66.776657,0.000000,273
REDE_FISICA_SEM_LOJA93,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,DEI - CHURRASQUEIRAS A GAS,10,1,10,58160.760000,47664.015000,47664.015000,0.000000,8,5,5,9,1,20.000000,0.000000,0.000000,0.000000,-4.000000,0.000000,6.166667,8,0,0,1,1,80.000000,80.000000,0.000000,10.000000,50.000000,81.952187,0.017665,0.014477,58160.760000,15,1,0.017665,-84.344574,0.000000,274
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBZ - GUARDANAPOS DE TECIDO,40,4,10,108960.094250,47494.265000,22726.315500,24767.949500,20,32,8,39,1,156.866116,28.333333,0.000000,201.308096,982.000000,8.500000,244.317298,17,3,2,17,1,50.000000,42.500000,7.500000,2.500000,20.000000,43.588678,0.033095,0.014426,108960.094250,1341,4,0.033095,-76.198498,0.000000,275
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,"FC - ACESSORIOS PARA GOLPE, PERFURACAO E FIXACAO",FCP - BATERIAS PARA FERRAMENTAS,10,1,10,47149.893000,47149.893000,47149.893000,0.000000,9,8,2,9,1,0.000000,0.000000,0.000000,0.000000,-86.000000,-9.500000,11.544701,9,0,0,0,1,90.000000,90.000000,0.000000,10.000000,20.000000,100.000000,0.014321,0.014321,47149.893000,116,1,0.014321,-35.366559,0.000000,276
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBP - PETISQUEIRAS - PRESENTES,10,1,10,46320.680000,46320.680000,46320.680000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-1754.000000,-203.500000,217.711355,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.014069,0.014069,46320.680000,890,1,0.014069,-94.910899,0.000000,277
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHL - DESCANSOS PARA PRATOS E PANELAS,20,2,10,45460.947350,45460.947350,45460.947350,0.000000,18,13,7,18,2,0.000000,0.000000,0.000000,0.000000,-5363.000000,-45.000000,577.823243,18,0,0,0,2,90.000000,90.000000,0.000000,10.000000,35.000000,100.000000,0.013808,0.013808,45460.947350,1157,2,0.013808,-84.541554,0.000000,278
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NE - LIMPEZA E MANUTENCAO,NED - CONTENTORES E LIXEIRAS,10,1,10,44052.330000,44052.330000,44052.330000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-221.000000,-18.500000,20.108586,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.013380,0.013380,44052.330000,168,1,0.013380,-45.259637,0.000000,279
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBL - LUMINARIAS DE COLUNA,10,1,10,43714.755000,43714.755000,43714.755000,0.000000,9,9,1,9,1,0.000000,0.000000,0.000000,0.000000,-19.000000,-8.000000,12.432900,9,0,0,0,1,90.000000,90.000000,0.000000,10.000000,10.000000,100.000000,0.013278,0.013278,43714.755000,93,1,0.013278,-14.269782,0.000000,280
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,"BAE - OMELETEIRAS, PANQUEQUEIRAS E TAPIOQUEIRAS - PRESENTES",20,2,10,67431.462000,43541.337000,40789.392000,2751.945000,16,17,3,20,0,30.550530,0.000000,0.000000,0.731707,-160.000000,-5.500000,78.798748,15,1,2,2,0,80.000000,75.000000,5.000000,0.000000,15.000000,64.571249,0.020481,0.013225,67431.462000,658,2,0.020481,-72.191262,0.000000,281
REDE_FISICA_SEM_LOJA93,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,DEH - CHURRASQUEIRAS ELETRICAS,10,1,10,43002.645000,43002.645000,43002.645000,0.000000,8,6,4,8,2,0.000000,0.000000,0.000000,0.000000,-20.000000,-9.500000,15.897619,8,0,0,0,2,80.000000,80.000000,0.000000,20.000000,40.000000,100.000000,0.013061,0.013061,43002.645000,128,1,0.013061,-99.511727,0.000000,282
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IA - LAMPADAS,IAB - LAMPADAS LED TUBULAR,20,2,10,74103.540000,42753.165000,42753.165000,0.000000,16,18,2,20,0,41.470681,0.000000,0.000000,0.000000,-235.000000,-15.500000,132.989714,16,0,1,3,0,80.000000,80.000000,0.000000,0.000000,10.000000,57.693823,0.022508,0.012986,74103.540000,524,2,0.022508,-54.089033,0.000000,283
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WD - BANHEIRAS E ACESSORIOS,WDA - BANHEIRAS,20,2,10,45221.505000,42628.110000,37514.715000,5113.395000,15,11,9,16,4,9.375000,0.000000,0.000000,0.000000,3.000000,0.000000,12.166667,13,2,1,0,4,75.000000,65.000000,10.000000,20.000000,45.000000,94.265129,0.013735,0.012948,45221.505000,20,2,0.013735,-35.325044,0.000000,284
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TK - PASCOA,TKC - ENFEITES,18,2,9,40938.340600,40938.340600,40938.340600,0.000000,18,17,1,18,0,0.000000,0.000000,0.000000,0.000000,-5889.000000,-331.500000,1522.383333,18,0,0,0,0,100.000000,100.000000,0.000000,0.000000,5.555556,100.000000,0.012434,0.012434,40938.340600,803,2,0.012434,40.391413,0.000000,285
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HD - VEDACAO E TERMOFUSORES,HDA - VEDACOES PARA CONEXOES,10,1,10,40841.524500,40841.524500,40841.524500,0.000000,10,2,8,10,0,0.000000,0.000000,0.000000,0.000000,-352.000000,0.000000,22.374613,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,80.000000,100.000000,0.012405,0.012405,40841.524500,277,1,0.012405,-33.741364,0.000000,286
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHA - PORTA GUARDANAPOS,39,4,10,40827.496500,40815.001500,39313.606500,1501.395000,38,33,6,39,0,10.641026,0.000000,0.000000,0.000000,-1778.000000,-28.000000,236.800815,35,3,0,1,0,97.435897,89.743590,7.692308,0.000000,15.384615,99.969396,0.012401,0.012397,40827.496500,1312,4,0.012401,-82.850520,0.000000,287
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HA - TUBOS E CONEXOES,HAN - ACESSORIOS,10,1,10,39630.710000,39630.710000,39630.710000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-1838.000000,-205.500000,99.748538,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.012037,0.012037,39630.710000,1416,1,0.012037,-27.080543,0.000000,288
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FL - MEDICAO ELETRICA,FLC - INDICADORES DE VOLTAGEM,10,1,10,39259.605000,39259.605000,38176.110000,1083.495000,9,8,2,9,1,4.761905,0.000000,0.000000,0.000000,-188.000000,-4.500000,28.153846,7,2,0,0,1,90.000000,70.000000,20.000000,10.000000,20.000000,100.000000,0.011925,0.011925,39259.605000,313,1,0.011925,-21.873020,-0.000000,289
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AC - MANUTENCAO E LIMPEZA,ACD - POLIMENTO AUTOMOTIVO,10,1,10,38533.516000,38533.516000,38533.516000,0.000000,9,9,1,9,1,0.000000,0.000000,0.000000,0.000000,-1650.000000,-179.000000,82.713839,9,0,0,0,1,90.000000,90.000000,0.000000,10.000000,10.000000,100.000000,0.011704,0.011704,38533.516000,1474,1,0.011704,-7.348073,0.000000,290
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SD - ACESSORIOS PARA PINTURA,SDA - ROLOS,9,1,9,37286.350500,37286.350500,37286.350500,0.000000,9,9,0,9,0,0.000000,0.000000,0.000000,0.000000,-861.000000,-74.000000,115.630051,9,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.011325,0.011325,37286.350500,579,1,0.011325,-95.845042,0.000000,291
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAO - CRISTALEIRAS,7,1,7,36933.540000,36933.540000,36933.540000,0.000000,7,7,0,7,0,0.000000,0.000000,0.000000,0.000000,-43.000000,-2.000000,10.060606,7,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.011218,0.011218,36933.540000,42,1,0.011218,184.054680,0.000000,292
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,GAA - PORTAS DE ALUMINIO,30,3,10,43809.874500,36912.540000,27486.900000,9425.640000,24,10,20,26,4,10.000000,0.000000,0.000000,0.000000,13.000000,0.000000,11.300000,21,3,1,1,4,80.000000,70.000000,10.000000,13.333333,66.666667,84.256210,0.013307,0.011212,43809.874500,23,3,0.013307,-77.908410,0.000000,293
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHK - BALDES PARA GELO E CHAMPAGNEIRAS - PRESENTES,19,2,10,36455.821500,36455.821500,32980.227000,3475.594500,19,18,1,19,0,2.368421,0.000000,0.000000,0.000000,-346.000000,-24.000000,80.105261,17,2,0,0,0,100.000000,89.473684,10.526316,0.000000,5.263158,100.000000,0.011073,0.011073,36455.821500,400,2,0.011073,-83.852121,0.000000,294
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,BFC - CONJUNTOS PARA CHURRASCO,20,2,10,80125.710000,35776.545000,35776.545000,0.000000,11,18,2,20,0,130.465792,0.000000,0.000000,200.228975,151.000000,0.000000,149.109295,11,0,1,8,0,55.000000,55.000000,0.000000,0.000000,10.000000,44.650519,0.024337,0.010867,80125.710000,2422,2,0.024337,-8.710889,-0.000000,295
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BL - LAVANDERIA,BLE - CESTOS MULTIUSO,10,1,10,40499.046000,35675.976000,27947.650500,7728.325500,9,9,1,10,0,8.335366,0.000000,0.000000,15.000000,-216.000000,-18.500000,44.857143,7,2,1,0,0,90.000000,70.000000,20.000000,0.000000,10.000000,88.090905,0.012301,0.010836,40499.046000,283,1,0.012301,-90.729839,0.000000,296
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHP - PAS DE BOLO,19,2,10,34534.363500,34534.363500,34534.363500,0.000000,19,18,1,19,0,0.000000,0.000000,0.000000,0.000000,-2518.000000,-120.000000,227.974122,19,0,0,0,0,100.000000,100.000000,0.000000,0.000000,5.263158,100.000000,0.010489,0.010489,34534.363500,1637,2,0.010489,-58.351156,0.000000,297
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EB - FIOS, CABOS E CONECTORES",EBA - CABOS DE ENERGIA,10,1,10,33962.880000,33722.430000,33722.430000,0.000000,5,6,4,6,4,95.000000,0.000000,0.000000,0.000000,-1400.000000,50.000000,2015.476190,5,0,0,1,4,50.000000,50.000000,0.000000,40.000000,40.000000,99.292021,0.010316,0.010243,33962.880000,106,1,0.010316,-74.912601,0.000000,298
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EO - INSTRUMENTOS DE MEDICAO ELETRICA,EOB - CHAVES TESTE,10,1,10,33497.345000,33497.345000,33497.345000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-1407.000000,-152.000000,110.843242,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.010174,0.010174,33497.345000,1397,1,0.010174,-67.502070,0.000000,299
REDE_FISICA_SEM_LOJA93,D - ELETROS,DF - ELETROPORTATEIS PARA CASA,DFD - SECADORES E ESCOVAS,30,3,10,38397.450000,33043.395000,28474.005000,4569.390000,28,15,15,30,0,25.334799,0.000000,0.000000,0.000000,-26.000000,0.000000,37.886111,26,2,1,1,0,93.333333,86.666667,6.666667,0.000000,50.000000,86.056222,0.011663,0.010036,38397.450000,171,3,0.011663,-97.941755,0.000000,300
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EB - FIOS, CABOS E CONECTORES",EBK - ORGANIZADORES E MARCADORES DE CABOS,10,1,10,32297.930000,32297.930000,32297.930000,0.000000,10,9,1,10,0,0.000000,0.000000,0.000000,0.000000,-2249.000000,-133.000000,117.029804,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.009810,0.009810,32297.930000,1291,1,0.009810,-17.753473,0.000000,301
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FP - BANCADAS E ARMAZENAGEM DE FERRAMENTAS,FPA - ARMAZENAGENS DE FERRAMENTAS,10,1,10,32032.875000,32032.875000,31472.805000,560.070000,10,8,2,10,0,2.500000,0.000000,0.000000,0.000000,-243.000000,-24.500000,32.720280,9,1,0,0,0,100.000000,90.000000,10.000000,0.000000,20.000000,100.000000,0.009729,0.009729,32032.875000,286,1,0.009729,-84.967214,0.000000,302
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",UBC - TORNEIRAS COM SENSOR,10,1,10,36581.475000,31142.475000,26386.080000,4756.395000,9,5,5,10,0,13.500000,0.000000,0.000000,0.000000,1.000000,0.000000,9.500000,8,1,0,1,0,90.000000,80.000000,10.000000,0.000000,50.000000,85.131819,0.011111,0.009459,36581.475000,7,1,0.011111,744.159892,0.000000,303
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAB - CADEIRAS DE JANTAR,3,1,3,31072.755000,31072.755000,31072.755000,0.000000,3,2,1,3,0,0.000000,0.000000,0.000000,0.000000,-69.000000,-2.000000,11.571429,3,0,0,0,0,100.000000,100.000000,0.000000,0.000000,33.333333,100.000000,0.009438,0.009438,31072.755000,17,1,0.009438,,0.000000,304
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,WAF - ACESSORIOS PARA LOUCAS SANITARIAS,20,2,10,30814.385000,30814.385000,30814.385000,0.000000,20,17,3,20,0,0.000000,0.000000,0.000000,0.000000,-2226.000000,-109.500000,154.851469,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,15.000000,100.000000,0.009359,0.009359,30814.385000,1813,2,0.009359,-51.800125,0.000000,305
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBK - LUMINARIAS DE LUZ NOTURNA,20,2,10,30038.599500,30038.599500,30038.599500,0.000000,20,16,4,20,0,0.000000,0.000000,0.000000,0.000000,-831.000000,-43.500000,68.794568,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,20.000000,100.000000,0.009124,0.009124,30038.599500,870,2,0.009124,-35.949891,0.000000,306
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAD - ENFEITES,15,2,10,29735.265000,29735.265000,29735.265000,0.000000,15,14,1,15,0,0.000000,0.000000,0.000000,0.000000,-305.000000,-24.000000,53.793362,15,0,0,0,0,100.000000,100.000000,0.000000,0.000000,6.666667,100.000000,0.009032,0.009032,29735.265000,343,2,0.009032,-88.628588,0.000000,307
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDA - CAIXAS E MALETAS ORGANIZADORAS,14,2,10,28849.380000,28849.380000,28849.380000,0.000000,14,13,1,14,0,0.000000,0.000000,0.000000,0.000000,-844.000000,-38.500000,109.749495,14,0,0,0,0,100.000000,100.000000,0.000000,0.000000,7.142857,100.000000,0.008763,0.008763,28849.380000,458,2,0.008763,-87.643280,0.000000,308
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBD - COLHERES,50,5,10,29402.982000,28439.712000,28439.712000,0.000000,42,38,12,47,3,63.871873,0.000000,0.000000,0.000000,-6699.000000,-88.500000,508.637519,42,0,0,5,3,84.000000,84.000000,0.000000,6.000000,24.000000,96.723904,0.008931,0.008638,29402.982000,1843,5,0.008931,-65.984020,0.000000,309
REDE_FISICA_SEM_LOJA93,D - ELETROS,DB - REFRIGERACAO,DBB - FREEZERS,10,1,10,28289.005500,28289.005500,28289.005500,0.000000,10,3,7,10,0,0.000000,0.000000,0.000000,0.000000,-6.000000,0.000000,3.250000,10,0,0,0,0,100.000000,100.000000,0.000000,0.000000,70.000000,100.000000,0.008592,0.008592,28289.005500,8,1,0.008592,-89.776176,0.000000,310
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EL - SINALIZACAO E SEGURANCA,ELB - SIRENES,10,1,10,30713.865000,28224.525000,28224.525000,0.000000,8,8,2,10,0,15.000000,0.000000,0.000000,0.000000,-26.000000,0.000000,9.261905,8,0,2,0,0,80.000000,80.000000,0.000000,0.000000,20.000000,91.895061,0.009329,0.008573,30713.865000,39,1,0.009329,-46.422459,0.000000,311
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LA - BRINQUEDOS,LAI - LIVROS INFANTIS,38,4,10,29253.409500,27099.765000,26234.040000,865.725000,31,33,5,37,1,103.498842,0.000000,0.000000,0.000000,-1000.000000,-38.000000,331.976696,30,1,2,4,1,81.578947,78.947368,2.631579,2.631579,13.157895,92.637971,0.008885,0.008231,29253.409500,924,4,0.008885,-85.500384,0.000000,312
